case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,Span,Ordered,Part,Worker ID,Report Type,Completed,Rejected,MRB,Rework
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-27 02:00:00,2012-02-27 05:40:00,003:40,180,Cable Head,ID4385,D,8,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-27 05:40:00,2012-02-27 06:40:00,001:00,180,Cable Head,ID4385,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-28 00:00:00,2012-02-28 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-28 08:11:00,2012-02-28 14:10:00,005:59,180,Cable Head,ID0998,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-28 09:05:00,2012-02-28 11:30:00,002:25,180,Cable Head,ID4882,D,72,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-28 22:12:00,2012-02-29 01:26:00,003:14,180,Cable Head,ID4385,S,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 00:00:00,2012-02-29 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 00:00:00,2012-02-29 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 01:27:00,2012-02-29 06:34:00,005:07,180,Cable Head,ID4385,D,8,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 08:02:00,2012-02-29 11:29:00,003:27,180,Cable Head,ID4882,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 09:38:00,2012-02-29 10:56:00,001:18,180,Cable Head,ID4445,S,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 10:57:00,2012-02-29 13:22:00,002:25,180,Cable Head,ID4445,D,9,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 13:27:00,2012-02-29 15:53:00,002:26,180,Cable Head,ID4355,D,6,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 16:28:00,2012-02-29 16:29:00,000:01,180,Cable Head,ID4882,D,15,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 20:36:00,2012-02-29 20:45:00,000:09,180,Cable Head,ID4385,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-29 22:45:00,2012-03-01 06:47:00,008:02,180,Cable Head,ID4385,D,19,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-01 07:00:00,2012-03-01 08:40:00,001:40,180,Cable Head,ID4163,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-03-01 07:34:00,2012-03-01 08:37:00,001:03,180,Cable Head,ID4882,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-01 09:00:00,2012-03-01 10:00:00,001:00,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-01 11:00:00,2012-03-01 12:50:00,001:50,180,Cable Head,ID4163,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-01 15:19:00,2012-03-01 16:11:00,000:52,180,Cable Head,ID4355,D,2,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-01 16:10:00,2012-03-01 18:03:00,001:53,180,Cable Head,ID4163,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-01 20:50:00,2012-03-02 06:34:00,009:44,180,Cable Head,ID4385,D,20,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 00:00:00,2012-03-02 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 00:00:00,2012-03-02 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 11:16:00,2012-03-02 12:29:00,001:13,180,Cable Head,ID0998,D,8,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-03 22:11:00,2012-03-04 06:45:00,008:34,180,Cable Head,ID4445,D,20,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-04 07:30:00,2012-03-04 08:40:00,001:10,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-04 09:00:00,2012-03-04 12:50:00,003:50,180,Cable Head,ID4163,D,0,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-04 12:21:00,2012-03-04 15:53:00,003:32,180,Cable Head,ID4385,D,11,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-04 13:20:00,2012-03-04 14:20:00,001:00,180,Cable Head,ID4163,D,11,0,0,
Case 199,Packing,Packing,2012-03-05 00:00:00,2012-03-05 01:00:00,000:00,180,Cable Head,ID4820,D,10,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-06 09:23:00,2012-03-06 11:43:00,002:20,180,Cable Head,ID4528,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-16 09:34:00,2012-03-16 12:51:00,003:17,180,Cable Head,ID4493,D,0,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 10:18:00,2012-03-18 11:24:00,001:06,180,Cable Head,ID4528,D,0,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 16:16:00,2012-03-18 17:47:00,001:31,180,Cable Head,ID4528,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-19 06:59:00,2012-03-19 11:00:00,004:01,180,Cable Head,ID4493,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-19 10:58:00,2012-03-19 15:59:00,005:01,180,Cable Head,ID4493,D,0,0,0,
Case 199,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,000:00,180,Cable Head,ID4820,D,25,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-20 09:51:00,2012-03-20 11:06:00,000:00,180,Cable Head,ID4493,D,25,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-21 13:20:00,2012-03-21 15:00:00,001:40,180,Cable Head,ID4163,D,29,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-21 16:48:00,2012-03-21 18:30:00,001:42,180,Cable Head,ID4872,D,0,0,0,
Case 199,Packing,Packing,2012-03-22 00:00:00,2012-03-22 01:00:00,000:00,180,Cable Head,ID4820,D,29,0,0,
Case 199,Packing,Packing,2012-03-27 00:00:00,2012-03-27 01:00:00,000:00,180,Cable Head,ID4820,D,1,0,0,
Case 199,Packing,Packing,2012-03-27 00:00:00,2012-03-27 01:00:00,000:00,180,Cable Head,ID4820,D,0,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-28 20:12:00,2012-03-28 23:33:00,003:21,180,Cable Head,ID4528,D,0,0,0,
Case 199,Packing,Packing,2012-03-29 00:00:00,2012-03-29 01:00:00,000:00,180,Cable Head,ID4291,D,16,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-29 07:34:00,2012-03-29 10:34:00,003:00,180,Cable Head,ID4493,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-29 12:24:00,2012-03-29 13:39:00,000:00,180,Cable Head,ID4493,D,16,0,0,
Case 199,Packing,Packing,2012-03-30 00:00:00,2012-03-30 01:00:00,000:00,180,Cable Head,ID4491,D,5,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-30 08:40:00,2012-03-30 09:53:00,001:13,180,Cable Head,ID4163,D,5,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-30 09:53:00,2012-03-30 10:15:00,000:22,180,Cable Head,ID4163,D,0,2,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-30 10:15:00,2012-03-30 10:25:00,000:10,180,Cable Head,ID4163,D,0,1,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-30 10:25:00,2012-03-30 10:35:00,000:10,180,Cable Head,ID4163,D,0,1,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-03-30 10:35:00,2012-03-30 10:55:00,000:20,180,Cable Head,ID4163,D,0,2,0,
Case 200,Milling - Machine 10,Machine 10 - Grinding,2012-01-09 00:00:00,2012-01-09 01:15:00,000:00,50,Cable Head,ID0937,D,1,0,0,
Case 200,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-11 17:45:00,2012-01-11 18:59:00,001:14,50,Cable Head,ID4872,D,0,0,0,
Case 200,Final Inspection Q.C.,Quality Check 1,2012-01-12 07:45:00,2012-01-12 08:13:00,000:28,50,Cable Head,ID4493,D,1,0,0,
Case 200,Final Inspection Q.C.,Quality Check 1,2012-01-12 08:20:00,2012-01-12 09:35:00,000:00,50,Cable Head,ID4493,D,0,1,0,
Case 200,Packing,Packing,2012-01-15 00:00:00,2012-01-15 01:00:00,000:00,50,Cable Head,ID4820,D,1,0,0,
Case 200,Lapping - Machine 1,Machine 1 - Lapping,2012-01-30 00:00:00,2012-01-30 01:15:00,000:00,50,Cable Head,ID4355,D,1,0,0,
Case 200,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-01-30 00:00:00,2012-01-30 01:15:00,000:00,50,Cable Head,ID4355,D,1,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-04 08:35:00,2012-01-04 15:57:00,007:22,13,Cable Head,ID4641,S,0,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-04 15:58:00,2012-01-04 22:34:00,006:36,13,Cable Head,ID3846,S,0,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-08 22:21:00,2012-01-09 02:19:00,003:58,13,Cable Head,ID4641,S,0,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-09 02:20:00,2012-01-09 06:55:00,004:35,13,Cable Head,ID4641,D,2,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-09 07:09:00,2012-01-09 15:39:00,008:30,13,Cable Head,ID4132,S,2,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-09 16:18:00,2012-01-09 17:44:00,001:26,13,Cable Head,ID3846,D,1,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-09 20:42:00,2012-01-10 06:38:00,009:56,13,Cable Head,ID4641,D,6,0,0,
Case 208,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-10 07:18:00,2012-01-10 09:30:00,002:12,13,Cable Head,ID4132,D,2,0,0,
Case 208,Turning & Milling Q.C.,Quality Check 1,2012-01-10 10:00:00,2012-01-10 16:00:00,006:00,13,Cable Head,ID4493,D,10,3,0,
Case 208,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-11 08:09:00,2012-01-11 09:02:00,000:53,13,Cable Head,ID0998,D,10,0,0,
Case 208,Lapping - Machine 1,Machine 1 - Lapping,2012-01-25 14:50:00,2012-01-25 17:11:00,002:21,13,Cable Head,ID0998,D,10,0,0,
Case 208,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-01 22:08:00,2012-02-02 04:12:00,006:04,13,Cable Head,ID4385,S,0,0,0,
Case 208,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 04:13:00,2012-02-02 07:00:00,002:47,13,Cable Head,ID4385,D,4,0,0,
Case 208,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 07:01:00,2012-02-02 12:12:00,005:11,13,Cable Head,ID4445,D,6,0,0,
Case 208,Final Inspection Q.C.,Quality Check 1,2012-02-08 09:14:00,2012-02-08 11:14:00,002:00,13,Cable Head,ID4493,D,0,0,0,
Case 208,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-08 11:34:00,2012-02-08 16:11:00,004:37,13,Cable Head,ID4528,D,0,0,0,
Case 208,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-08 16:13:00,2012-02-08 17:53:00,001:40,13,Cable Head,ID4872,D,0,0,0,
Case 208,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-09 07:23:00,2012-02-09 10:01:00,002:38,13,Cable Head,ID4528,D,0,0,0,
Case 208,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-14 20:24:00,2012-02-14 22:59:00,002:35,13,Cable Head,ID4528,D,0,0,0,
Case 208,Packing,Packing,2012-02-16 00:00:00,2012-02-16 01:00:00,000:00,13,Cable Head,ID4820,D,10,0,0,
Case 208,Final Inspection Q.C.,Quality Check 1,2012-02-16 07:29:00,2012-02-16 08:29:00,001:00,13,Cable Head,ID4493,D,10,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-05 06:57:00,2012-01-05 15:52:00,008:55,185,Cable Head,ID4872,D,0,0,0,
Case 225,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-08 00:00:00,2012-01-08 01:15:00,000:00,185,Cable Head,ID4872,D,79,0,0,
Case 225,Grinding Rework - Machine 2,Machine 2 - Round Grinding,2012-01-08 17:52:00,2012-01-08 23:34:00,005:42,185,Cable Head,ID4872,D,0,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-09 19:46:00,2012-01-09 23:06:00,003:20,185,Cable Head,ID4872,D,0,0,0,
Case 225,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-10 00:00:00,2012-01-10 01:15:00,000:00,185,Cable Head,ID4872,D,94,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-20 00:00:00,2012-01-20 01:15:00,000:00,185,Cable Head,ID4882,D,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-20 07:07:00,2012-01-20 08:41:00,001:34,185,Cable Head,ID4882,D,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-20 11:17:00,2012-01-20 12:40:00,001:23,185,Cable Head,ID4882,D,43,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-21 21:56:00,2012-01-21 22:25:00,000:29,185,Cable Head,ID4445,S,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-22 00:00:00,2012-01-22 01:15:00,000:00,185,Cable Head,ID4882,D,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-22 09:26:00,2012-01-22 10:21:00,000:55,185,Cable Head,ID0998,D,15,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-22 10:14:00,2012-01-22 14:40:00,004:26,185,Cable Head,ID4385,S,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-22 13:23:00,2012-01-22 13:57:00,000:34,185,Cable Head,ID4882,D,21,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-22 14:41:00,2012-01-22 16:33:00,001:52,185,Cable Head,ID4385,D,6,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-22 16:33:00,2012-01-22 18:58:00,002:25,185,Cable Head,ID4385,S,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-22 17:28:00,2012-01-22 18:06:00,000:38,185,Cable Head,ID0998,D,0,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-22 18:59:00,2012-01-22 23:51:00,004:52,185,Cable Head,ID4355,D,13,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-22 23:57:00,2012-01-23 06:49:00,006:52,185,Cable Head,ID4445,D,17,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-23 07:06:00,2012-01-23 16:20:00,009:14,185,Cable Head,ID4385,D,17,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-23 16:20:00,2012-01-23 23:33:00,007:13,185,Cable Head,ID4872,D,22,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-23 16:23:00,2012-01-23 17:38:00,000:00,185,Cable Head,ID0998,D,20,0,0,
Case 225,Turning Rework - Machine 21,Machine 21 - Turning,2012-01-26 10:30:00,2012-01-26 15:30:00,005:00,185,Cable Head,ID4442,D,10,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-26 10:52:00,2012-01-26 14:50:00,003:58,185,Cable Head,ID0998,D,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-29 13:53:00,2012-01-29 15:06:00,001:13,185,Cable Head,ID0998,D,63,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-29 13:54:00,2012-01-29 15:41:00,001:47,185,Cable Head,ID4882,D,0,0,0,
Case 225,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-01-29 23:20:00,2012-01-30 03:20:00,004:00,185,Cable Head,ID4385,S,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-01-30 07:40:00,2012-01-30 08:40:00,001:00,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-01-30 09:00:00,2012-01-30 12:50:00,003:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-01-30 13:20:00,2012-01-30 17:00:00,003:40,185,Cable Head,ID4163,D,0,0,0,
Case 225,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-01-30 20:30:00,2012-01-31 06:30:00,010:00,185,Cable Head,ID4385,D,28,0,0,
Case 225,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-01-31 07:00:00,2012-01-31 15:56:00,008:56,185,Cable Head,ID4872,D,26,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-01-31 07:14:00,2012-01-31 08:40:00,001:26,185,Cable Head,ID4163,D,0,0,0,
Case 225,Lapping - Machine 1,Machine 1 - Lapping,2012-01-31 08:30:00,2012-01-31 12:07:00,003:37,185,Cable Head,ID0998,D,32,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-01-31 09:00:00,2012-01-31 12:50:00,003:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-01-31 15:57:00,2012-01-31 23:31:00,007:34,185,Cable Head,ID0420,D,24,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-05 12:00:00,2012-02-05 12:50:00,000:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-05 13:20:00,2012-02-05 14:00:00,000:40,185,Cable Head,ID4163,D,58,0,0,
Case 225,Packing,Packing,2012-02-06 00:00:00,2012-02-06 01:00:00,000:00,185,Cable Head,ID4820,D,58,0,0,
Case 225,Packing,Packing,2012-02-06 00:00:00,2012-02-06 01:00:00,000:00,185,Cable Head,ID4820,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-07 07:00:00,2012-02-07 08:40:00,001:40,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-07 11:00:00,2012-02-07 12:50:00,001:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-07 12:10:00,2012-02-07 12:50:00,000:40,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-07 13:20:00,2012-02-07 14:40:00,001:20,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-07 13:20:00,2012-02-07 16:10:00,002:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-10 11:10:00,2012-02-10 12:00:00,000:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Packing,Packing,2012-02-12 00:00:00,2012-02-12 01:00:00,000:00,185,Cable Head,ID4820,D,48,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-12 07:00:00,2012-02-12 08:00:00,001:00,185,Cable Head,ID4163,D,48,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-12 10:53:00,2012-02-12 13:42:00,002:49,185,Cable Head,ID4872,D,0,0,0,
Case 225,Packing,Packing,2012-02-13 00:00:00,2012-02-13 01:00:00,000:00,185,Cable Head,ID4820,D,14,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-13 11:10:00,2012-02-13 12:00:00,000:50,185,Cable Head,ID4163,D,14,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-20 13:20:00,2012-02-20 16:11:00,002:51,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-21 10:45:00,2012-02-21 12:50:00,002:05,185,Cable Head,ID4163,D,0,5,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-21 13:20:00,2012-02-21 14:00:00,000:40,185,Cable Head,ID4163,D,0,1,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-21 14:00:00,2012-02-21 15:00:00,001:00,185,Cable Head,ID4163,D,0,2,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-21 15:00:00,2012-02-21 16:00:00,001:00,185,Cable Head,ID4163,D,0,2,0,
Case 225,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-22 08:25:00,2012-02-22 09:12:00,000:47,185,Cable Head,ID0998,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-22 16:10:00,2012-02-22 17:10:00,001:00,185,Cable Head,ID4163,D,18,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 16:48:00,2012-02-22 19:48:00,003:00,185,Cable Head,ID4355,S,1,0,0,
Case 225,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 19:48:00,2012-02-22 23:43:00,003:55,185,Cable Head,ID4355,D,18,0,0,
Case 225,Packing,Packing,2012-02-23 00:00:00,2012-02-23 01:00:00,000:00,185,Cable Head,ID4820,D,18,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-23 15:20:00,2012-02-23 16:10:00,000:50,185,Cable Head,ID4163,D,0,0,3,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-26 09:00:00,2012-02-26 12:00:00,003:00,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-02-27 09:00:00,2012-02-27 10:00:00,001:00,185,Cable Head,ID4163,D,12,0,0,
Case 225,Packing,Packing,2012-02-28 00:00:00,2012-02-28 01:00:00,000:00,185,Cable Head,ID4820,D,12,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 14:21:00,2012-03-04 15:21:00,001:00,185,Cable Head,ID4528,D,0,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 16:27:00,2012-03-04 16:55:00,000:28,185,Cable Head,ID4528,D,0,0,0,
Case 225,Grinding Rework - Machine 2,Machine 2 - Round Grinding,2012-03-08 12:13:00,2012-03-08 15:13:00,003:00,185,Cable Head,ID4385,D,0,0,0,
Case 225,Packing,Packing,2012-03-18 00:00:00,2012-03-18 01:00:00,000:00,185,Cable Head,ID4820,D,3,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-03-18 11:00:00,2012-03-18 12:50:00,001:50,185,Cable Head,ID4163,D,0,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-03-19 13:20:00,2012-03-19 14:35:00,001:15,185,Cable Head,ID4163,D,0,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-21 16:13:00,2012-03-21 16:48:00,000:35,185,Cable Head,ID4872,D,0,0,0,
Case 225,Packing,Packing,2012-03-22 00:00:00,2012-03-22 01:00:00,000:00,185,Cable Head,ID4820,D,9,0,0,
Case 225,Final Inspection Q.C.,Quality Check 1,2012-03-22 07:00:00,2012-03-22 07:30:00,000:30,185,Cable Head,ID4163,D,9,0,0,
Case 225,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-26 15:59:00,2012-03-26 18:06:00,002:07,185,Cable Head,ID4528,D,0,0,0,
Case 225,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-30 00:00:00,2012-03-30 01:15:00,000:00,185,Cable Head,ID0998,D,12,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 07:35:00,2012-01-11 09:42:00,002:07,150,Cable Head,ID4794,S,0,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 12:45:00,2012-01-11 15:48:00,003:03,150,Cable Head,ID4932,S,1,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 15:49:00,2012-01-11 17:24:00,001:35,150,Cable Head,ID4429,D,10,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 18:09:00,2012-01-11 21:04:00,002:55,150,Cable Head,ID4718,D,20,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 21:04:00,2012-01-12 07:00:00,009:56,150,Cable Head,ID4529,D,75,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-12 07:08:00,2012-01-12 11:07:00,003:59,150,Cable Head,ID4429,D,18,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-12 23:38:00,2012-01-13 06:27:00,006:49,150,Cable Head,ID4529,D,26,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-13 07:09:00,2012-01-13 12:38:00,005:29,150,Cable Head,ID4429,D,23,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-14 13:00:00,2012-01-14 22:00:00,009:00,150,Cable Head,ID4794,D,36,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-14 13:00:00,2012-01-15 09:55:00,020:55,150,Cable Head,ID4932,D,36,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-14 22:55:00,2012-01-15 05:59:00,007:04,150,Cable Head,ID4794,D,28,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-15 00:00:00,2012-01-15 01:15:00,000:00,150,Cable Head,ID4529,D,0,0,0,
Case 257,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-15 08:40:00,2012-01-15 14:43:00,006:03,150,Cable Head,ID4429,D,27,0,0,
Case 257,Turning & Milling Q.C.,Quality Check 1,2012-01-16 09:30:00,2012-01-16 12:42:00,003:12,150,Cable Head,ID4163,D,148,1,0,
Case 257,Turning & Milling Q.C.,Quality Check 1,2012-01-16 12:43:00,2012-01-16 12:50:00,000:07,150,Cable Head,ID4163,D,0,1,0,
Case 257,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-16 15:08:00,2012-01-16 17:03:00,001:55,150,Cable Head,ID4882,D,148,0,0,
Case 257,Lapping - Machine 1,Machine 1 - Lapping,2012-02-13 12:38:00,2012-02-13 17:28:00,004:50,150,Cable Head,ID0998,D,0,0,0,
